ortho	qx	af	elegans
OG0008701	QX1410.g12016.1	CBG20130a.1	Y111B2A.14c.1
OG0008702	QX1410.g12026.1	CBG20142a.1	R13G10.2.1
OG0008703	QX1410.g12027.1	CBG20143.1	R13G10.1.1
OG0008704	QX1410.g12030.1	CBG25828.1	H05C05.4.1
OG0008705	QX1410.g12031.3	CBG22482a.1	F56F11.3.1
OG0008706	QX1410.g12038.1	CBG31233.1	C44B11.1.1
OG0008707	QX1410.g12039.1	CBG22475.1	R148.5a.2
OG0008708	QX1410.g12040.1	CBG30307.1	R148.4a.1
OG0008709	QX1410.g12041.1	CBG22474b.1	R148.3b.1
OG0008710	QX1410.g12042.1	CBG25826.1	R148.2.1
OG0008711	QX1410.g12045.1	CBG22470.1	Y53G8B.2.1
OG0008712	QX1410.g12046.1	CBG22469a.1	H06I04.1a.1
OG0008713	QX1410.g12047.1	CBG22468.1	H06I04.2a.1
OG0008714	QX1410.g12049.1	CBG22466b.1	H06I04.4a.2
OG0008715	QX1410.g12050.2	CBG22465b.1	H06I04.6b.3
OG0008716	QX1410.g12056.1	CBG22495.1	R148.1.1
OG0008717	QX1410.g12063.2	CBG20308.1	Y53G8B.4a.1
OG0008718	QX1410.g12064.1	CBG20305.1	H09G03.2b.1
OG0008719	QX1410.g12065.1	CBG20304.1	R148.6.1
OG0008720	QX1410.g12066.1	CBG20303b.1	R148.7.1
OG0008721	QX1410.g12067.1	CBG26137.1	C44B11.4.1
OG0008722	QX1410.g12068.1	CBG26136.1	Y53G8AL.4b.1
OG0008723	QX1410.g12069.1	CBG20301.1	Y53G8AL.2.1
OG0008724	QX1410.g12070.2	CBG20299.1	Y53G8AL.1.1
OG0008725	QX1410.g12072.1	CBG20296.1	Y39E4B.8.1
OG0008726	QX1410.g12073.1	CBG24160a.1	Y39E4B.7.1
OG0008727	QX1410.g12074.1	CBG24161.1	Y39E4B.3a.1
OG0008728	QX1410.g12075.2	CBG24164a.1	Y39E4B.6a.1
OG0008729	QX1410.g12079.2	CBG24167c.1, CBG24983.1	NA
OG0008730	QX1410.g12090.1	CBG21145.1	C05D10.1a.1
OG0008731	QX1410.g12091.1	CBG21144a.1	C05D10.2a.1
OG0008732	QX1410.g12092.1	CBG21143.1	C05D10.3a.1
OG0008733	QX1410.g12096.2	CBG21086.1	C05D10.4a.1
OG0008734	QX1410.g12106.1	CBG21090.1, CBG21094.1	NA
OG0008735	QX1410.g12108.1	CBG21093.1, CBG21096.1	NA
OG0008736	QX1410.g12110.1	CBG21098.1	F42A10.7.1
OG0008737	QX1410.g12111.1	CBG21099.1	F42A10.6.1
OG0008738	QX1410.g12112.1	CBG21100.1	F42A10.1.1
OG0008739	QX1410.g12113.1	CBG21101.2	F42A10.5.2
OG0008740	QX1410.g12115.2	CBG21103.1	F42A10.4a.1
OG0008741	QX1410.g12116.1	CBG21104.1	F42A10.9.1
OG0008742	QX1410.g12117.2	CBG21105.1	F42A10.2b.1
OG0008743	QX1410.g12118.1	CBG21106.1	T17E9.2b.1
OG0008744	QX1410.g12119.1	CBG21107.1	T17E9.1a.1
OG0008745	QX1410.g12120.2	CBG21109a.1	Y42G9A.4b.1
OG0008746	QX1410.g12122.1	CBG21114.1	Y42G9A.6a.1
OG0008747	QX1410.g12123.1	CBG21115.1	Y42G9A.3a.1
OG0008748	QX1410.g12124.1	CBG21116.1	Y42G9A.2.1
OG0008749	QX1410.g12125.1	CBG21118.1	Y42G9A.1.1
OG0008750	QX1410.g12126.1	CBG21119.1	F42A10.3.1
OG0008751	QX1410.g12128.1	CBG21122b.1	F42A10.8.1
OG0008752	QX1410.g12146.2	CBG24261.1	C23G10.2a.2
OG0008753	QX1410.g12147.1	CBG24262a.1	C23G10.3.1
OG0008754	QX1410.g12148.1	CBG24263.1	C23G10.8.1
OG0008755	QX1410.g12149.1	CBG24264.1	C23G10.4b.1
OG0008756	QX1410.g12150.1	CBG24265.1	C23G10.7b.1
OG0008757	QX1410.g12151.1	CBG24266.1	C23G10.11.1
OG0008758	QX1410.g12153.1	CBG23890.1	T12A2.16b.2
OG0008759	QX1410.g12155.1	CBG17495b.1	T12A2.15.2
OG0008760	QX1410.g12165.1	CBG17486.1	T12A2.8.1
OG0008761	QX1410.g12166.1	CBG17485.1	T12A2.2.2
OG0008762	QX1410.g12167.2	CBG17472.1	T12A2.1.1
OG0008763	QX1410.g12174.1	CBG17475.1	C18F10.8.1
OG0008764	QX1410.g12175.1	CBG17474.1	C18F10.6.1
OG0008765	QX1410.g12177.2	CBG17470.1	F47D12.6.1
OG0008766	QX1410.g12178.1	CBG17468.1	F47D12.4a.1
OG0008767	QX1410.g12179.1	CBG17467.1	C18F10.7a.1
OG0008768	QX1410.g12186.1	CBG17460.1	F47D12.3.1
OG0008769	QX1410.g12187.1	CBG17459.1	F47D12.9a.2
OG0008770	QX1410.g12188.1	CBG17458.1	C18F10.2.1
OG0008771	QX1410.g12189.1, QX1410.g19740.1	CBG17457.1	NA
OG0008772	QX1410.g12193.2	CBG17450a.1	F47D12.1c.1
OG0008773	QX1410.g12197.1	CBG19698.1	C56G2.5.1
OG0008774	QX1410.g12198.1	CBG19696.1	C56G2.4.1
OG0008775	QX1410.g12201.1	CBG19692.1	T11F8.4.1
OG0008776	QX1410.g12202.1	CBG19691.1	C16A3.4.1
OG0008777	QX1410.g12203.1	CBG19690.1	C16A3.5.1
OG0008778	QX1410.g12204.1	CBG19689.1	C16A3.6.2
OG0008779	QX1410.g12205.1	CBG19688.1	C16A3.7.1
OG0008780	QX1410.g12206.1	CBG19687.1	C16A3.9.1
OG0008781	QX1410.g12208.1	CBG19685.1	T26A5.1.1
OG0008782	QX1410.g12209.1	CBG19684.1	T26A5.2a.1
OG0008783	QX1410.g12211.1	CBG19682.1	T26A5.9.1
OG0008784	QX1410.g12212.1	CBG19681.1	T26A5.8.1
OG0008785	QX1410.g12213.1	CBG19680.1	T26A5.4.1
OG0008786	QX1410.g12214.3	CBG19679.1	T26A5.5a.1
OG0008787	QX1410.g12215.1	CBG19678.1	T26A5.7a.1
OG0008788	QX1410.g12216.2	CBG19677b.1	T26A5.6.1
OG0008789	QX1410.g12217.1	CBG19676.1	C05D11.12.1
OG0008790	QX1410.g12220.1	CBG19673.1	C05D11.11b.1
OG0008791	QX1410.g12221.1	CBG19672.1	C05D11.1.1
OG0008792	QX1410.g12222.1	CBG19671.1	C05D11.2.1
OG0008793	QX1410.g12223.1	CBG19670.1	C05D11.3.1
OG0008794	QX1410.g12224.1	CBG19669.1	C05D11.10.1
OG0008795	QX1410.g12225.1	CBG19668a.1	C05D11.9.1
OG0008796	QX1410.g12226.1	CBG19667.1	C05D11.8.1
OG0008797	QX1410.g12227.1	CBG19666.1	C05D11.7b.1
OG0008798	QX1410.g12228.1	CBG19665.1	C05D11.6b.1
OG0008799	QX1410.g12229.1	CBG19664.1	C05D11.5.1
OG0008800	QX1410.g12230.1	CBG19663b.1	C05D11.4.1
OG0008801	QX1410.g12232.1	CBG09115.1	C16A3.10.2
OG0008802	QX1410.g12233.2	CBG09114.1	C16A3.1c.1
OG0008803	QX1410.g12234.1	CBG09113.1	C16A3.2.1
OG0008804	QX1410.g12235.1	CBG09112.1	C16A3.3.1
OG0008805	QX1410.g12236.1	CBG09111a.1	C56G2.9.1
OG0008806	QX1410.g12237.2	CBG09108d.1	C56G2.1a.1
OG0008807	QX1410.g12238.1	CBG09106.1	C56G2.15.1
OG0008808	QX1410.g12239.1	CBG09105b.1	C16A3.8.1
OG0008809	QX1410.g12241.1	CBG09103b.1	F23F12.9a.1
OG0008810	QX1410.g12242.1	CBG09102.1	K07H8.5.1
OG0008811	QX1410.g12244.1	CBG09100.1	F23F12.8.1
OG0008812	QX1410.g12249.1	CBG09094.1	B0244.2.1
OG0008813	QX1410.g12251.1	CBG09093.1	B0244.15.1
OG0008814	QX1410.g12253.1	CBG09090.1	R12B2.1a.2
OG0008815	QX1410.g12254.1	CBG09088.1	R12B2.2.1
OG0008816	QX1410.g12255.1	CBG30268.1	R12B2.3.1
OG0008817	QX1410.g12256.1	CBG09087.1	R12B2.4.1
OG0008818	QX1410.g12257.1	CBG09083.1	W03A3.2.1
OG0008819	QX1410.g12258.1	CBG09085.1	W03A3.1.1
OG0008820	QX1410.g12259.1	CBG09081.1	Y37B11A.2a.1
OG0008821	QX1410.g12261.1	CBG09078.2	R12B2.8.1
OG0008822	QX1410.g12262.1	CBG09077.1	R12B2.5a.2
OG0008823	QX1410.g12264.1	CBG09074.1	F01F1.7.1
OG0008824	QX1410.g12265.1	CBG09073.1	F01F1.8a.2
OG0008825	QX1410.g12266.1	CBG09071.1	F21F3.2.1
OG0008826	QX1410.g12267.1	CBG09070.1	F01F1.6.2
OG0008827	QX1410.g12268.1	CBG09069.1	F01F1.5.1
OG0008828	QX1410.g12269.2	CBG09068.1	F01F1.9a.1
OG0008829	QX1410.g12270.1	CBG09067.1	F01F1.4.1
OG0008830	QX1410.g12271.1	CBG09066.1	F01F1.10b.1
OG0008831	QX1410.g12272.1	CBG09065.1	F01F1.15.1
OG0008832	QX1410.g12273.1	CBG09064b.1	F01F1.11.1
OG0008833	QX1410.g12275.1	CBG09062.1	C05C10.5a.1
OG0008834	QX1410.g12276.1	CBG09061.1	F01F1.3.1
OG0008835	QX1410.g12277.1	CBG09060.1	F01F1.12.2
OG0008836	QX1410.g12278.1	CBG09059.1	F01F1.13.1
OG0008837	QX1410.g12279.1	CBG09058.1	F01F1.2.1
OG0008838	QX1410.g12280.1	CBG09057a.1	F01F1.1a.1
OG0008839	QX1410.g12281.1	CBG09056.1	F01F1.14.1
OG0008840	QX1410.g12282.1	CBG09055.1	C28H8.5a.1
OG0008841	QX1410.g12283.1	CBG09054.1	C28H8.8.1
OG0008842	QX1410.g12284.1	CBG09053.1	EGAP1.3.1
OG0008843	QX1410.g12288.1	CBG09049.1	C28H8.1.1
OG0008844	QX1410.g12289.1	CBG09048.1	C28H8.12.2
OG0008845	QX1410.g12290.1	CBG09047.1	C28H8.2.1
OG0008846	QX1410.g12291.1	CBG09046.1	C28H8.11a.1
OG0008847	QX1410.g12292.1	CBG09045.1	C28H8.3.1
OG0008848	QX1410.g12293.1	CBG09044.1	C28H8.4.2
OG0008849	QX1410.g12294.5	CBG09043a.1	C28H8.9a.1
OG0008850	QX1410.g12295.1	CBG09041c.1	C28H8.6a.1
OG0008851	QX1410.g12297.1	CBG09039.1	EGAP1.1.1
OG0008852	QX1410.g12299.1	CBG09037.1	F25B5.4.2
OG0008853	QX1410.g12300.1	CBG09036.1	F25B5.5.1
OG0008854	QX1410.g12301.2	CBG30258.1	F25B5.6b.1
OG0008855	QX1410.g12302.2	CBG09035a.1	F25B5.3b.1
OG0008856	QX1410.g12303.5	CBG09034.1	F25B5.7a.1
OG0008857	QX1410.g12304.1	CBG09033.1	F25B5.2b.1
OG0008858	QX1410.g12305.1	CBG09031b.1	F25B5.1b.1
OG0008859	QX1410.g12306.3	CBG09030b.1	T04C9.4c.1
OG0008860	QX1410.g12307.1	CBG09029.1	T04C9.6b.1
OG0008861	QX1410.g12309.1	CBG09025a.1	T04C9.1a.1
OG0008862	QX1410.g12310.1	CBG09024.1	ZK328.4.1
OG0008863	QX1410.g12311.1	CBG09023.1	ZK328.2.1
OG0008864	QX1410.g12312.2	CBG09022.1	ZK328.5b.1
OG0008865	QX1410.g12313.4	CBG09021.1	ZK328.1b.1
OG0008866	QX1410.g12315.1	CBG09018.1	ZK328.8b.1
OG0008867	QX1410.g12316.2	CBG09017.1	ZK328.6.1
OG0008868	QX1410.g12317.1	CBG09016.1	ZK328.7a.1
OG0008869	QX1410.g12326.1	CBG09008.1	B0244.9.1
OG0008870	QX1410.g12329.1	CBG09006.1	B0336.1a.1
OG0008871	QX1410.g12331.1	CBG09003.1	B0336.3c.1
OG0008872	QX1410.g12332.1	CBG09002.1	B0336.11a.1
OG0008873	QX1410.g12333.1	CBG09001.1	B0336.10.1
OG0008874	QX1410.g12334.6	CBG09000a.1	B0336.9d.1
OG0008875	QX1410.g12335.1	CBG08999.1	B0336.4a.1
OG0008876	QX1410.g12336.1	CBG08998.1	B0336.8.1
OG0008877	QX1410.g12337.1	CBG08997b.1	B0336.7a.1
OG0008878	QX1410.g12338.1	CBG08996.1	B0336.13.1
OG0008879	QX1410.g12339.1	CBG08995.1	B0336.5b.1
OG0008880	QX1410.g12340.1	CBG08994.1	B0336.6.2
OG0008881	QX1410.g12341.1	CBG08993.1	F54E7.7.1
OG0008882	QX1410.g12342.1	CBG08992.1	F54E7.1a.1
OG0008883	QX1410.g12343.1	CBG08991.1	F54E7.2.3
OG0008884	QX1410.g12344.1	CBG08990.1	F54E7.8.1
OG0008885	QX1410.g12345.1	CBG08989.1	F54E7.9.1
OG0008886	QX1410.g12346.2	CBG08987a.1	F54E7.3i.1
OG0008887	QX1410.g12347.1	CBG08986.1	F54E7.6.1
OG0008888	QX1410.g12349.2	CBG08983b.1	F09F7.1.1
OG0008889	QX1410.g12354.1	CBG08979.1	F56D2.3a.1
OG0008890	QX1410.g12356.1	CBG08977.1	F56D2.6a.1
OG0008891	QX1410.g12357.1	CBG08976.1	F56D2.1c.1
OG0008892	QX1410.g12358.1	CBG08974.1	F56D2.7.1
OG0008893	QX1410.g12359.1	CBG08973.1	C05D2.10b.1
OG0008894	QX1410.g12360.1	CBG08972.1	C05D2.6a.1
OG0008895	QX1410.g12361.1	CBG08971.1	C05D2.5.1
OG0008896	QX1410.g12362.1	CBG08970.1	C05D2.8.1
OG0008897	QX1410.g12367.2	CBG08963.1	C05D2.1a.1
OG0008898	QX1410.g12368.1	CBG08960.1	C05H8.1b.1
OG0008899	QX1410.g12374.1	CBG24040.1	D1044.1.1
OG0008900	QX1410.g12375.1	CBG24041b.1	F09F7.5a.2
OG0008901	QX1410.g12376.1	CBG24042.1	F09F7.6.1
OG0008902	QX1410.g12377.1	CBG24043.1	F09F7.7a.1
OG0008903	QX1410.g12378.1	CBG24044.1	F09F7.4a.1
OG0008904	QX1410.g12379.1	CBG24045.1	F09F7.3.1
OG0008905	QX1410.g12380.1	CBG24046.1	F09F7.2a.1
OG0008906	QX1410.g12384.1	CBG05211.1	D1044.8.1
OG0008907	QX1410.g12386.2	CBG05210a.1	R02F2.1b.1
OG0008908	QX1410.g12387.1	CBG05209.1	R02F2.9.1
OG0008909	QX1410.g12399.1	CBG05197.1	R02F2.5.1
OG0008910	QX1410.g12402.1	CBG05195a.1	F48E8.1a.1
OG0008911	QX1410.g12403.1	CBG05193.1	F48E8.2.1
OG0008912	QX1410.g12404.1	CBG05192.1	F48E8.3.1
OG0008913	QX1410.g12405.1	CBG05191b.1	F48E8.4.1
OG0008914	QX1410.g12406.1	CBG05189.1	F48E8.8b.1
OG0008915	QX1410.g12407.1	CBG05188.1	F48E8.7a.1
OG0008916	QX1410.g12411.1, QX1410.g12414.1, QX1410.g12417.1	NA	NA
OG0008917	QX1410.g12412.1, QX1410.g12415.1	CBG05184.1	NA
OG0008918	QX1410.g12418.1	CBG05180.1	F48E8.6.1
OG0008919	QX1410.g12419.1	CBG05179.1	T24G10.2.1
OG0008920	QX1410.g12420.3	CBG05177.1	W03A5.6b.1
OG0008921	QX1410.g12421.1	CBG05175.1	W03A5.7.1
OG0008922	QX1410.g12422.1	CBG05174.1	C34H4.3a.1
OG0008923	QX1410.g12423.1	CBG05173.1	W03A5.3.1
OG0008924	QX1410.g12424.1	CBG05171.1	W03A5.1.1
OG0008925	QX1410.g12425.1	CBG30270.1	W03A5.2.1
OG0008926	QX1410.g12426.2	CBG05170a.1	Y32H12A.8a.1
OG0008927	QX1410.g12427.1	CBG05169.1	Y32H12A.7.2
OG0008928	QX1410.g12428.1	CBG05168.1	Y32H12A.6.1
OG0008929	QX1410.g12429.1	CBG05167.1	Y32H12A.5.1
OG0008930	QX1410.g12430.1	CBG05166.1	Y32H12A.4.1
OG0008931	QX1410.g12431.1	CBG05165.1	Y32H12A.3.1
OG0008932	QX1410.g12432.1	CBG05163.1	Y32H12A.1.1
OG0008933	QX1410.g12434.1	CBG24683.1	Y71H2B.8.1
OG0008934	QX1410.g12438.1	CBG24680.1	ZK121.1a.1
OG0008935	QX1410.g12439.1	CBG24679.1	Y32H12A.2b.1
OG0008936	QX1410.g12441.1	CBG24677.1	ZK121.2.1
OG0008937	QX1410.g12442.1	CBG24676.1	F52C9.1.1
OG0008938	QX1410.g12443.1	CBG26736.1	F52C9.3.1
OG0008939	QX1410.g12445.1	CBG24673.1	F52C9.7.2
OG0008940	QX1410.g12446.1	CBG24672.1	F49C12.15.1
OG0008941	QX1410.g12448.1	CBG23794a.1	Y70G10A.3.1
OG0008942	QX1410.g12449.1	CBG23795.1	R01H10.1.1
OG0008943	QX1410.g12451.1	CBG23797.1	R01H10.4.1
OG0008944	QX1410.g12452.1	CBG23798.1	R01H10.5.1
OG0008945	QX1410.g12453.1	CBG23799.1	R01H10.6.1
OG0008946	QX1410.g12455.2	CBG24619a.1	R01H10.8.1
OG0008947	QX1410.g12456.2	CBG24618b.1	K10G9.3b.1
OG0008948	QX1410.g12458.1	CBG24616.1	K10G9.2.1
OG0008949	QX1410.g12459.1	CBG24615.1	C02F5.1.1
OG0008950	QX1410.g12461.1	CBG31189.1	T07A5.1.1
OG0008951	QX1410.g12462.1	CBG24613.1	T07A5.7.1
OG0008952	QX1410.g12463.1	CBG24612.1	T07A5.2.1
OG0008953	QX1410.g12465.1	CBG24611b.1	T07A5.6c.1
OG0008954	QX1410.g12466.1	CBG24610a.3	T07C4.10.1
OG0008955	QX1410.g12467.1	CBG24609.1	T07C4.9a.1
OG0008956	QX1410.g12468.3	CBG24608.1	T07C4.11a.1
OG0008957	QX1410.g12469.1	CBG24607.1	T07C4.7a.1
OG0008958	QX1410.g12470.1	CBG24606.1	T07C4.8.1
OG0008959	QX1410.g12471.1	CBG24605.1	T07C4.5.1
OG0008960	QX1410.g12474.1	CBG24602.1	T07C4.2.2
OG0008961	QX1410.g12476.1, QX1410.g12477.1	CBG24599.1	NA
OG0008962	QX1410.g12478.1	CBG24562.1	T07C4.3a.1
OG0008963	QX1410.g12479.1	CBG24563.1	T07C4.4.1
OG0008964	QX1410.g12480.1	CBG24564.1	T07C4.1.1
OG0008965	QX1410.g12481.1	CBG18399.1	C38H2.1a.1
OG0008966	QX1410.g12483.1	CBG18398.1	C38H2.2.1
OG0008967	QX1410.g12486.1	CBG18394.1	M03C11.2.1
OG0008968	QX1410.g12487.1	CBG18393b.1	M03C11.4.1
OG0008969	QX1410.g12488.1	CBG18392.1	M03C11.3b.1
OG0008970	QX1410.g12489.2	CBG18391b.1	M03C11.5.1
OG0008971	QX1410.g12490.1	CBG18390.1	M03C11.6.1
OG0008972	QX1410.g12491.1	CBG18389.1	M03C11.7.1
OG0008973	QX1410.g12492.1	CBG18388.1	M03C11.8.1
OG0008974	QX1410.g12494.1	CBG18386.1	D2045.8.1
OG0008975	QX1410.g12495.1	CBG18385.1	D2045.7.2
OG0008976	QX1410.g12500.1	CBG18377.1	D2045.1d.1
OG0008977	QX1410.g12503.1	CBG18375a.1	F43D9.1.1
OG0008978	QX1410.g12504.1	CBG18374.1	F43D9.2.1
OG0008979	QX1410.g12505.1	CBG18373.1	F43D9.5.1
OG0008980	QX1410.g12506.2	CBG26003.1	F43D9.6.1
OG0008981	QX1410.g12507.1	CBG18371.1	F43D9.4.1
OG0008982	QX1410.g12508.1	CBG18370.1	F43D9.3a.1
OG0008983	QX1410.g12511.4	CBG18364b.1	T21C12.1e.1
OG0008984	QX1410.g12513.1	CBG18362.1	T21C12.3.1
OG0008985	QX1410.g12514.1	CBG18361.1	T21C12.2.1
OG0008986	QX1410.g12515.1	CBG18360.1	T21C12.8a.1
OG0008987	QX1410.g12516.1	CBG26002.1	T21C12.4b.1
OG0008988	QX1410.g12517.1	CBG18358a.1	Y45F3A.1.1
OG0008989	QX1410.g12518.1	CBG18357.1	Y45F3A.2.2
OG0008990	QX1410.g12519.1	CBG18356.1	Y45F3A.3a.1
OG0008991	QX1410.g12520.1	CBG18355.1	Y45F3A.4.1
OG0008992	QX1410.g12521.1	CBG18354.1	Y45F3A.8.1
OG0008993	QX1410.g12522.1	CBG30293.1	Y45F3A.9.1
OG0008994	QX1410.g12523.1	CBG18353.1	Y39A1A.3.1
OG0008995	QX1410.g12524.1	CBG18352.1	Y39A1A.1b.1
OG0008996	QX1410.g12525.1	CBG18351.1	Y39A1A.5b.1
OG0008997	QX1410.g12526.1	CBG18350.1	Y39A1A.24.1
OG0008998	QX1410.g12527.1	CBG18349.1	Y39A1A.6.1
OG0008999	QX1410.g12528.1	CBG18348.1	Y39A1A.7.2
OG0009000	QX1410.g12529.2	CBG18347.1	Y39A1A.23a.1
OG0009001	QX1410.g12530.1	CBG18346.1	Y39A1A.8b.1
OG0009002	QX1410.g12535.2	CBG18339.1	Y39A1A.15a.1
OG0009003	QX1410.g12537.1	CBG18338a.1	Y39A1A.14.1
OG0009004	QX1410.g12538.1	CBG18336.1	Y39A1A.13a.1
OG0009005	QX1410.g12539.1	CBG18335.1	Y39A1A.12.1
OG0009006	QX1410.g12540.1	CBG18334.1	Y39A1A.11a.1
OG0009007	QX1410.g12548.1	CBG18328.1	Y39A1A.20.1
OG0009008	QX1410.g12549.8	CBG18327.1	Y39A1A.22.1
OG0009009	QX1410.g12553.1	CBG18322.1	W09D10.2.2
OG0009010	QX1410.g12554.1	CBG18321.1	W09D10.1.2
OG0009011	QX1410.g12555.1	CBG18320b.1	K01G5.8b.1
OG0009012	QX1410.g12557.1	CBG18318.1	K01G5.6.1
OG0009013	QX1410.g12558.1	CBG18317.1	K01G5.4.1
OG0009014	QX1410.g12559.1	CBG18316.1	K01G5.5.1
OG0009015	QX1410.g12561.1	CBG18314.1	K01G5.1.1
OG0009016	QX1410.g12562.1	CBG26000.1	K01G5.10.1
OG0009017	QX1410.g12564.3	CBG18312.1	K01G5.9.3
OG0009018	QX1410.g12565.2	CBG25999b.1	Y39A1B.3.1
OG0009019	QX1410.g12566.1	CBG18310.1	Y39A1B.2a.1
OG0009020	QX1410.g12567.1	CBG18309a.1	ZK418.2a.1
OG0009021	QX1410.g12569.2	CBG18307a.1	K11D9.1a.1
OG0009022	QX1410.g12571.1	CBG18305a.1	K11D9.2a.1
OG0009023	QX1410.g12574.1	CBG18302c.1	R17.3a.1
OG0009024	QX1410.g12575.1	CBG18301.1	R17.2.1
OG0009025	QX1410.g12576.1	CBG18300.1	Y39A1C.4.1
OG0009026	QX1410.g12577.1	CBG25998.1	Y39A1C.1.2
OG0009027	QX1410.g12578.1	CBG18299.1	Y39A1C.2.1
OG0009028	QX1410.g12579.1	CBG18298.1	Y39A1C.3.1
OG0009029	QX1410.g12580.1	CBG18297.1	C44B9.1.1
OG0009030	QX1410.g12582.1	CBG18295.1	C44B9.2.1
OG0009031	QX1410.g12583.1	CBG18294.1	C44B9.3.1
OG0009032	QX1410.g12584.1	CBG18293.1	C44B9.4.2
OG0009033	QX1410.g12585.1	CBG18292.1	C44B9.5.1
OG0009034	QX1410.g12586.1	CBG18291b.1	M142.1c.1
OG0009035	QX1410.g12587.1	CBG18290.1	Y39A1A.2a.1
OG0009036	QX1410.g12588.1	CBG18289.1	W06F12.3.1
OG0009037	QX1410.g12589.1	CBG18288b.1	W06F12.2e.1
OG0009038	QX1410.g12590.1	CBG18287.1	F47G6.3.1
OG0009039	QX1410.g12591.5	CBG18286.1	W06F12.1a.1
OG0009040	QX1410.g12593.4	CBG18282.1	ZK520.4c.1
OG0009041	QX1410.g12594.1	CBG18281.1	ZK520.3a.1
OG0009042	QX1410.g12595.2	CBG18280b.1	ZK520.2.1
OG0009043	QX1410.g12596.1	CBG18278.1	K08E3.1.1
OG0009044	QX1410.g12597.1	CBG18277.1	M142.2.1
OG0009045	QX1410.g12598.1	CBG18276.1	M142.4.1
OG0009046	QX1410.g12599.1	CBG18275.1	M142.5b.1
OG0009047	QX1410.g12600.1	CBG18274.1	M142.8a.1
OG0009048	QX1410.g12601.1	CBG18273a.1	M142.6a.1
OG0009049	QX1410.g12602.1	CBG18272.1	Y52D3.1a.1
OG0009050	QX1410.g12603.1	CBG18271.1	Y48A6A.1.1
OG0009051	QX1410.g12604.1	CBG18270.1	W05B2.2.1
OG0009052	QX1410.g12605.1	CBG18269.1	K08E3.2.1
OG0009053	QX1410.g12606.1	CBG18268.1	K08E3.10.1
OG0009054	QX1410.g12607.1	CBG18267a.1	K08E3.3b.1
OG0009055	QX1410.g12608.1	CBG18266.1	K08E3.4.1
OG0009056	QX1410.g12609.1	CBG18265c.1	K08E3.5b.1
OG0009057	QX1410.g12610.2	CBG18263b.1	K08E3.6.1
OG0009058	QX1410.g12611.1	CBG18262a.1	K08E3.7a.1
OG0009059	QX1410.g12612.2	CBG18261.1	K08E3.8.2
OG0009060	QX1410.g12617.1	CBG18257.1	W05B2.4.1
OG0009061	QX1410.g12620.1	CBG18255.1	T25C8.1.1
OG0009062	QX1410.g12621.1	CBG18253.1	T12D8.8.1
OG0009063	QX1410.g12622.1	CBG18254.1	T12D8.9b.1
OG0009064	QX1410.g12623.1	CBG18252.1	T12D8.6.1
OG0009065	QX1410.g12624.1	CBG18251.1	T12D8.7.1
OG0009066	QX1410.g12625.1	CBG18250.1	T12D8.5a.2
OG0009067	QX1410.g12626.1	CBG18249.1	T12D8.4.1
OG0009068	QX1410.g12627.1	CBG18247.1	T12D8.3.1
OG0009069	QX1410.g12628.1	CBG30315.1	T12D8.10.1
OG0009070	QX1410.g12629.1	CBG18245.1	T12D8.2.1
OG0009071	QX1410.g12630.2	CBG18244.1	T12D8.1.1
OG0009072	QX1410.g12631.1	CBG18243.1	ZK525.2.1
OG0009073	QX1410.g12632.1	CBG18242.1	ZK525.1.1
OG0009074	QX1410.g12635.1	CBG18238.1	T05D4.4a.1
OG0009075	QX1410.g12636.1	CBG18237b.1	T28A8.1c.1
OG0009076	QX1410.g12641.1	CBG18231.1	Y48A6B.3.1
OG0009077	QX1410.g12642.1	CBG18230.1	Y48A6B.5.1
OG0009078	QX1410.g12644.1	CBG18227a.1	Y48A6B.6b.1
OG0009079	QX1410.g12645.1	CBG18226.1	Y48A6B.7.1
OG0009080	QX1410.g12646.1	CBG18225.1	Y48A6B.9a.1
OG0009081	QX1410.g12648.1	CBG13166.1	Y48A6B.11b.1
OG0009082	QX1410.g12649.1	CBG13167.1	W09D6.1c.1
OG0009083	QX1410.g12659.1	CBG13180.1	F25F2.1b.1
OG0009084	QX1410.g12660.1	CBG13181.1	W09D6.5.1
OG0009085	QX1410.g12661.1	CBG13182.1	W09D6.6.1
OG0009086	QX1410.g12662.1	CBG13183.1	Y48A6C.4.1
OG0009087	QX1410.g12663.1	CBG13184.1	Y47D3A.29b.1
OG0009088	QX1410.g12664.1	CBG13185.1	Y47D3A.4.1
OG0009089	QX1410.g12667.3	CBG13188c.1	Y47D3A.6a.1
OG0009090	QX1410.g12676.1	CBG13198.1	T28D6.4.1
OG0009091	QX1410.g12677.1	CBG13199.1	T28D6.7.1
OG0009092	QX1410.g12678.1	CBG13200.1	T28D6.9.1
OG0009093	QX1410.g12679.1	CBG13201.1	T28D6.6a.1
OG0009094	QX1410.g12680.4	CBG13202a.1	T28D6.5f.1
OG0009095	QX1410.g12681.2	CBG13203.1	Y47D3A.28.1
OG0009096	QX1410.g12682.1	CBG13204.1	Y47D3A.27.2
OG0009097	QX1410.g12683.1	CBG13205.1	Y47D3A.25.1
OG0009098	QX1410.g12684.1	CBG13206.1	Y47D3A.26a.1
OG0009099	QX1410.g12686.1	CBG13208.1	Y47D3A.22.1
OG0009100	QX1410.g12687.1	CBG13209a.1	Y47D3A.23a.1
OG0009101	QX1410.g12688.1	CBG13210.1	Y47D3A.21.1
